"obs","time..2","elapsed","date","hhmmss..5","averaging","baseline_yn","id","machine","TIME..10","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","?Vc","Edyn","Hr","Hs","dHs/dt","?Vh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..60","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","?Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","?CO2","CO2_s_d","CO2_r_d","?H2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..106","hhmmss..107","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","?CO2:MN","?CO2:SLP","?CO2:SD","?CO2:OK","?H2O:MN","?H2O:SLP","?H2O:SD","?H2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
12,1705686766,55,2024-01-19 11:52:45,11:52:45,5,"n","ryan.hl.2.38","albert",1705686758,0.002656342,2.656341882,0.319432283,302.3109255,290.0777591,26.66837649,27.79303592,0.148344339,2.784906412,0.144090152,0.090428404,355.2608354,26.0169364,25.06191111,3.191432993,49.78059318,1.540195288,3.093967327,1.651237705,-117.144677,-77.991548,-5.911968313,154.2126421,-18.84931974,2.656534484,0.319432283,268.4132867,284.2210909,-3.333994019,65.46199359,2.656341882,13.62117572,16.75556485,-2.31e-05,96.30767686,7,1,1,0,49004,2019.340378,1656.465068,0.820300078,0.17592915,6,0.5,"0: Broadleaf",2,TRUE,1705686758,302.3109259,280.6552963,16.75304074,13.61858148,299.1994444,16.63820741,499.9961852,91.83526296,0.100004896,24.54245185,25.06191111,999.9,0,0,10015.10148,0,19.3626,21.65557037,307.4617037,284.530037,3.134466296,280.6552963,13.61858148,1.53851963,1.250664444,13.35644444,10.2187037,1999.977778,0.979997222,0.02000307,0,2.063240741,0,29822.55556,17338.01852,38.13188889,39.25,38.42785185,37.5667037,37.55522222,1959.973333,40.01,0,1705686790,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,21.49257,3.05299137,0.328622321,0,3.15187175,-0.259795159,0.030591735,1,1,2,"2-Jan",3.13005,2.77123,0.0621456,0.0587919,0.0842918,0.0729657,28032.6,27626.9,30429.6,29609.3,38468.2,36130.3,46559.4,44009.3,1.8372,1.84285,0.0871383,0,23.6239,999.9,39.6,32.5,21.181,63.7555,23.3694,1,0.155351,2.78906,20.1691,5.23152,11.974,4.9712,3.28982,9999,9999,9999,999.9,4.97296,1.87721,1.87531,1.87809,1.87484,1.87845,1.87546,1.87666,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.026,0.1148,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15,14.7,0.710449,2.56226,1.39893,2.32788,1.44897,2.58911,38.4279,24.105,18,493.081,462.66,20.83,29.0289,30.0002,28.884,28.9573,14.2159,37.3204,23.4573,20.8054,232.798,13.7293,100.611,101.218
13,1705686771,60,2024-01-19 11:52:50,11:52:50,5,"n","ryan.hl.2.38","albert",1705686763,0.002646029,2.646028888,0.32686769,286.9332496,275.0577675,25.28764964,26.37943131,0.147849062,2.785586881,0.143623799,0.09013444,355.2628538,26.01565318,25.05695357,3.190490281,49.79541524,1.540305474,3.093267655,1.650184807,-116.689874,-77.83382928,-5.89831192,154.8408386,-18.85936113,2.649446336,0.32686769,252.1202546,267.6970485,-3.288338606,65.46199359,2.646028888,13.62727354,16.74964545,-5.45e-05,96.30767686,7,1,1,0,49005,2019.351886,1656.474505,0.820300076,0.175929147,6,0.5,"0: Broadleaf",2,TRUE,1705686763,286.93325,265.21475,16.75414643,13.62814643,283.8758214,16.63929643,500.0109643,91.835775,0.100002221,24.53867143,25.05695357,999.9,0,0,10019.05107,0,19.3626,21.7184,291.8223929,268.879,3.126019643,265.21475,13.62814643,1.538630714,1.251548929,13.35755,10.22928929,1999.989286,0.979997321,0.020002968,0,2.107121429,0,29800.74643,17338.11429,38.12710714,39.2455,38.41264286,37.55764286,37.54435714,1959.983929,40.01,0,1705686796,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,21.66410244,1.424278746,0.255924157,0,3.131916829,-0.104895052,0.016107659,1,1,2,"2-Jan",3.13011,2.77107,0.0590921,0.0557416,0.0842755,0.0731583,28124.4,27716.5,30430.2,29609.3,38469.5,36122.6,46560.4,44009.4,1.83738,1.84288,0.0868924,0,23.6237,999.9,39.6,32.5,21.1816,63.5255,22.9647,1,0.155211,2.80459,20.1691,5.23032,11.974,4.97055,3.2897,9999,9999,9999,999.9,4.97297,1.8772,1.87531,1.87812,1.87484,1.87844,1.87546,1.87662,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.967,0.1148,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15,14.8,0.67627,2.56226,1.39893,2.3291,1.44897,2.47803,38.4034,24.105,18,493.166,462.657,20.7671,29.0271,29.9999,28.882,28.9549,13.5293,37.0215,23.084,20.75,212.751,13.7473,100.613,101.218
14,1705686776,65,2024-01-19 11:52:55,11:52:55,5,"n","ryan.hl.2.38","albert",1705686768,0.002601867,2.60186701,0.216960493,269.7823331,259.5693316,23.86390507,24.80285305,0.145393364,2.784235756,0.141303281,0.088672444,355.263695,26.02097176,25.05271852,3.189685148,49.81973545,1.540373499,3.091894175,1.649311649,-114.7423351,-78.27464145,-5.934247122,156.3124713,-18.84302668,2.632931308,0.216960493,236.0776991,251.5187455,-3.232759152,65.46199359,2.60186701,13.69486214,16.76412182,8.08e-05,96.30767686,7,1,1,0,49025,2019.356674,1656.478432,0.820300076,0.175929146,6,0.5,"0: Broadleaf",2,TRUE,1705686768,269.7823333,248.0235185,16.75474815,13.64822963,266.7858519,16.63987778,500.01,91.83652593,0.100009611,24.53124815,25.05271852,999.9,0,0,10011.01704,0,19.3626,21.75871111,274.3793333,251.455037,3.106525926,248.0235185,13.64822963,1.538698148,1.253404815,13.35822222,10.25142593,1999.994074,0.979997333,0.020002956,0,2.108303704,0,29776.13704,17338.13704,38.09707407,39.24533333,38.40711111,37.54818519,37.52292593,1959.985926,40.01,0,1705686801,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,21.66656585,0.450721254,0.254661476,1,3.11471439,-0.186290383,0.025637558,1,2,2,"2-Feb",3.12999,2.77101,0.0560267,0.0525158,0.0843301,0.0731994,28216.3,27811.5,30430.4,29609.7,38467.2,36120.9,46560.7,44009.6,1.83707,1.84315,0.0870526,0,23.6218,999.9,39.5,32.5,21.128,63.6255,23.0649,1,0.15513,2.80511,20.1692,5.23107,11.974,4.97065,3.28968,9999,9999,9999,999.9,4.97295,1.87716,1.87531,1.87809,1.87481,1.87843,1.87546,1.87661,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.909,0.115,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.1,14.9,0.638428,2.57202,1.39893,2.32788,1.44897,2.49023,38.4034,24.0963,18,492.981,462.822,20.7134,29.0251,30.0001,28.8795,28.9532,12.7463,37.0215,23.084,20.6997,199.387,13.7502,100.613,101.219
15,1705686781,70,2024-01-19 11:53:00,11:53:00,5,"n","ryan.hl.2.38","albert",1705686773,0.002626576,2.62657626,0.14837311,254.5930712,245.6019577,22.57970576,23.40631439,0.146891307,2.783619162,0.142716919,0.089563245,355.263419,26.00591577,25.04961429,3.189095109,49.85326985,1.540615609,3.090300022,1.6484795,-115.8320131,-79.08499713,-5.996656789,154.349752,-18.78336694,2.624682562,0.14837311,219.5266231,235.2080242,-3.265091135,65.46199359,2.62657626,13.66235195,16.76123212,1.4e-06,96.30767686,7,1,1,0,49036,2019.3551,1656.477142,0.820300076,0.175929146,6,0.5,"0: Broadleaf",2,TRUE,1705686773,254.5930714,232.8561071,16.75744643,13.66077857,251.65125,16.64254286,500.0277143,91.83617857,0.100001307,24.52262857,25.04961429,999.9,0,0,10007.42714,0,19.3626,21.73692857,258.932,236.081,3.096680357,232.8561071,13.66077857,1.538941071,1.2545525,13.36063214,10.26513929,1999.9925,0.979997321,0.020002968,0,2.126621429,0,29754.675,17338.12857,38.06457143,39.23425,38.39928571,37.53078571,37.50864286,1959.984286,40.01,0,1705686805,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,21.79111951,-0.472733101,0.205993401,1,3.106302927,-0.174144042,0.025968913,1,2,2,"2-Feb",3.13004,2.7711,0.0528636,0.0491581,0.0843096,0.0731486,28310.8,27910.1,30430.4,29609.8,38468,36123.1,46561,44010.1,1.83727,1.84308,0.0870153,0,23.6205,999.9,39.5,32.5,21.1268,63.6055,23.2812,1,0.155048,2.82161,20.169,5.23092,11.974,4.9707,3.2898,9999,9999,9999,999.9,4.97296,1.87717,1.87531,1.87808,1.87482,1.87845,1.87546,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.851,0.1149,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.2,15,0.601807,2.56714,1.39893,2.32788,1.44897,2.58301,38.4279,24.105,18,493.082,462.759,20.666,29.0233,30,28.8778,28.9514,12.0304,36.7514,23.084,20.6499,179.351,13.7726,100.614,101.22
16,1705686786,75,2024-01-19 11:53:05,11:53:05,5,"n","ryan.hl.2.38","albert",1705686778,0.002606637,2.606637341,-0.040185903,237.6554075,231.2360323,21.25895727,21.84913009,0.145840394,2.784159031,0.141725395,0.088938417,355.2660985,26.00074185,25.04507037,3.188231595,49.89068795,1.540814608,3.088381161,1.647416987,-114.9527068,-79.97639267,-6.062615686,154.2743834,-18.89044186,2.611315918,-0.040185903,202.8374284,218.8282485,-3.281355942,65.46199359,2.606637341,13.68201757,16.75769152,-2.94e-05,96.30767686,7,1,1,0,49049,2019.370378,1656.48967,0.820300074,0.175929142,6,0.5,"0: Broadleaf",2,TRUE,1705686778,237.6554074,215.7321852,16.75961111,13.67863333,234.7750741,16.64467037,500.0135926,91.8362,0.099979037,24.51224815,25.04507037,999.9,0,0,10010.60111,0,19.3626,21.92325926,241.7062963,218.7240741,3.080977407,215.7321852,13.67863333,1.539138889,1.256193333,13.36261111,10.28471852,2000.007778,0.979997444,0.020002844,0,2.145374074,0,29731.03704,17338.27037,37.99748148,39.229,38.38166667,37.52737037,37.4927037,1959.998519,40.01,0,1705686811,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,21.8707122,2.009109408,0.297929019,0,3.091915366,-0.132277631,0.023000395,1,1,2,"2-Jan",3.13005,2.77113,0.0496144,0.045707,0.0843084,0.0732488,28407.8,28011.2,30430.3,29609.7,38467.6,36118.9,46560.6,44010.1,1.83695,1.84315,0.0860319,0,23.6184,999.9,39.4,32.5,21.074,63.6155,23.0168,1,0.154901,2.84173,20.1685,5.23032,11.974,4.9707,3.28963,9999,9999,9999,999.9,4.97294,1.87715,1.87531,1.87808,1.87482,1.87838,1.87546,1.87661,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.791,0.115,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.3,15.1,0.561523,2.5708,1.39893,2.32788,1.44897,2.45483,38.4279,24.0963,18,492.888,462.796,20.6171,29.0214,29.9999,28.8759,28.9499,11.2281,36.4555,22.6996,20.6032,165.952,13.7833,100.613,101.22
17,1705686791,80,2024-01-19 11:53:10,11:53:10,5,"n","ryan.hl.2.38","albert",1705686783,0.002612648,2.612647712,-0.102527543,222.4877144,217.1987908,19.96849443,20.4547395,0.146303257,2.78423302,0.142162602,0.089213886,355.2639206,25.99009331,25.03882143,3.187044395,49.91993883,1.540891031,3.086724598,1.646153364,-115.2177641,-80.38635898,-6.093064313,153.5667332,-19.12656435,2.615291981,-0.102527543,186.0993781,202.2900909,-3.306804714,65.46199359,2.612647712,13.67433111,16.7568103,7.7e-06,96.30767686,7,1,1,0,48924,2019.357957,1656.479485,0.820300076,0.175929146,6,0.5,"0: Broadleaf",2,TRUE,1705686783,222.4877143,200.2348571,16.76038571,13.67474286,219.6631429,16.64542857,500.0174286,91.83648214,0.100007718,24.50328214,25.03882143,999.9,0,0,10011.00571,0,19.3626,22.25291429,226.2803929,203.011,3.085641786,200.2348571,13.67474286,1.539214286,1.25584,13.36336786,10.28050714,1999.995357,0.979997321,0.020002971,0,2.152564286,0,29709.86786,17338.16786,37.97296429,39.22525,38.37696429,37.50635714,37.47728571,1959.986071,40.01,0,1705686816,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,22.04947,4.172390994,0.40283831,0,3.081774,0.006106942,0.01429292,1,1,2,"2-Jan",3.13008,2.77103,0.0462597,0.0421532,0.0843005,0.0732212,28508.8,28115.7,30431.1,29609.8,38468.8,36119.8,46562.1,44010.1,1.83727,1.84323,0.085637,0,23.6155,999.9,39.4,32.5,21.0723,63.6855,22.9808,1,0.154822,2.81505,20.1691,5.23047,11.974,4.97075,3.28958,9999,9999,9999,999.9,4.97295,1.87716,1.87531,1.8781,1.87483,1.8784,1.87546,1.87662,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.731,0.1149,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.4,15.2,0.526123,2.58667,1.39893,2.3291,1.44897,2.46216,38.4279,24.0963,18,493.057,462.825,20.5762,29.019,29.9999,28.8741,28.9474,10.4976,36.161,22.6996,20.5696,145.913,13.8046,100.616,101.22
18,1705686796,85,2024-01-19 11:53:15,11:53:15,5,"n","ryan.hl.2.38","albert",1705686788,0.002582071,2.582070763,-0.214125506,205.3788892,201.8477214,18.5573266,18.88197248,0.144680847,2.783780647,0.140629511,0.088247991,355.2647352,25.98933001,25.02932593,3.185241139,49.9379507,1.540584165,3.084996769,1.644656974,-113.8693207,-80.35239416,-6.090901143,154.9521192,-19.40237356,2.596354188,-0.214125506,169.1688911,185.6530303,-3.339136577,65.46199359,2.582070763,13.71143254,16.75797515,-1.42e-05,96.30767686,7,1,1,0,49136,2019.3626,1656.483292,0.820300075,0.175929145,6,0.5,"0: Broadleaf",2,TRUE,1705686788,205.3788889,182.7368148,16.75690741,13.69361111,202.6178148,16.6419963,500.0196667,91.83723333,0.100027404,24.49392593,25.02932593,999.9,0,0,10008.26222,0,19.3626,22.64210741,208.8791111,185.2736296,3.063290741,182.7368148,13.69361111,1.538906667,1.257582963,13.3603037,10.30124074,2000,0.979997333,0.020002959,0,2.159266667,0,29686.34444,17338.21111,37.96033333,39.229,38.33766667,37.50437037,37.47185185,1959.99,40.01,0,1705686820,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,22.4062175,4.384402627,0.422554297,0,3.07571575,-0.191875835,0.023692906,1,1,2,"2-Jan",3.13,2.77092,0.0427951,0.0385071,0.0843127,0.0735218,28612.6,28222.4,30431.3,29609.5,38468.4,36107,46562.4,44009.2,1.83715,1.84328,0.0855289,0,23.6121,999.9,39.3,32.5,21.0205,63.3055,23.3494,1,0.15438,2.77941,20.1698,5.22972,11.974,4.9709,3.28968,9999,9999,9999,999.9,4.97295,1.87717,1.87531,1.8781,1.87483,1.87842,1.87546,1.87661,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.67,0.1149,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.5,15.2,0.484619,2.57324,1.39893,2.32788,1.44897,2.58789,38.4279,24.0963,18,492.974,462.844,20.5453,29.017,29.9998,28.8721,28.9458,9.6875,36.161,22.3212,20.5447,132.556,13.8101,100.617,101.218
19,1705686801,90,2024-01-19 11:53:20,11:53:20,5,"n","ryan.hl.2.38","albert",1705686793,0.002587302,2.587301914,-0.488330571,190.0177506,189.9809938,17.46627662,17.46965593,0.145204766,2.783371989,0.141123899,0.088559534,355.2667391,25.98012479,25.01876429,3.183236465,49.97573318,1.541011675,3.083519894,1.64222479,-114.1000144,-79.95634498,-6.061202677,155.149177,-19.58011205,2.579789229,-0.488330571,152.4467422,169.0842182,-3.301902505,65.46199359,2.587301914,13.76370934,16.77913091,0.005199854,96.30767686,7,1,1,0,48909,2019.374029,1656.492664,0.820300073,0.175929141,6,0.5,"0: Broadleaf",2,TRUE,1705686793,190.01775,167.1104286,16.76161071,13.71782857,187.3144643,16.64661429,500.0123571,91.83696429,0.100004129,24.485925,25.01876429,999.9,0,0,10005.8875,0,19.3626,22.90748214,193.2571429,169.4341071,3.043779643,167.1104286,13.71782857,1.539334643,1.259803571,13.36456071,10.327625,2000.011429,0.979997429,0.020002861,0,2.089225,0,29665.65,17338.30714,37.96396429,39.2185,38.34792857,37.48860714,37.47517857,1960.001429,40.01,0,1705686826,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,22.73743659,3.598781185,0.359972646,0,3.052589024,-0.277398815,0.032302975,1,1,2,"2-Jan",3.13008,2.77104,0.0392724,0.0348033,0.0843836,0.0734532,28717.7,28331.8,30431.3,29610.3,38465,36110.7,46562.3,44010.8,1.8372,1.84305,0.0849068,0,23.6082,999.9,39.3,32.5,21.0204,63.5555,23.2812,1,0.15424,2.7393,20.1706,5.23152,11.974,4.97105,3.28975,9999,9999,9999,999.9,4.97295,1.8772,1.87531,1.87813,1.87485,1.87843,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.607,0.1154,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.5,15.3,0.447998,2.57812,1.39893,2.3291,1.44897,2.45483,38.4279,24.0963,18,492.986,462.685,20.525,29.0159,29.9999,28.8697,28.944,8.9482,36.161,22.3212,20.5278,112.52,13.8105,100.616,101.222
20,1705686805,94.5,2024-01-19 11:53:25,11:53:25,5,"n","ryan.hl.2.38","albert",1705686797,0.00257537,2.575369781,-0.36562534,175.4857147,174.5220746,16.04494612,16.13353981,0.144742899,2.783101871,0.14068718,0.088284412,355.2643812,25.97537845,25.0081,3.181213427,50.01535498,1.54148263,3.082018773,1.639730797,-113.5738073,-79.56919206,-6.03186808,156.0895137,-19.72404765,2.571467755,-0.36562534,137.3295031,154.0215212,-3.34385647,65.46199359,2.575369781,13.73303383,16.77399818,-0.000350329,96.30767686,7,1,1,0,48896,2019.360589,1656.481643,0.820300075,0.175929145,6,0.5,"0: Broadleaf",2,TRUE,1705686797,175.4857143,152.3594643,16.76682143,13.73294286,172.8376071,16.65172857,500.0237857,91.83649286,0.099992318,24.47778929,25.0081,999.9,0,0,10004.35,0,19.36023214,23.12642857,178.4782857,154.4807143,3.033878214,152.3594643,13.73294286,1.539805714,1.261185714,13.36924643,10.34406429,2000.000357,0.979997321,0.020002971,0,2.072171429,0,29646.17857,17338.22143,37.94835714,39.205,38.31439286,37.47517857,37.473,1959.990357,40.01,0,1705686830,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,22.95301707,2.984408362,0.301410725,0,3.045162195,-0.1714777,0.028354114,1,1,2,"2-Jan",3.12998,2.77098,0.0359988,0.0313684,0.0843642,0.0733948,28816.3,28432.8,30432,29610.5,38466.4,36113,46563.3,44011.1,1.8371,1.84308,0.0839606,0,23.6037,999.9,39.2,32.5,20.965,63.4155,22.9167,1,0.1539,2.6713,20.1718,5.23137,11.974,4.9712,3.2898,9999,9999,9999,999.9,4.97294,1.87717,1.8753,1.8781,1.87483,1.87841,1.87546,1.87663,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.55,0.1152,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.6,15.4,0.413818,2.59644,1.39893,2.3291,1.44897,2.41089,38.4279,24.0787,18,492.919,462.689,20.5151,29.0139,29.9997,28.8681,28.9424,8.19486,35.8811,22.3212,20.526,99.156,13.8227,100.619,101.222
21,1705686810,99.5,2024-01-19 11:53:30,11:53:30,5,"n","ryan.hl.2.38","albert",1705686802,0.00256942,2.56941988,-0.566304624,158.1214822,159.9082532,14.70139938,14.53712998,0.144728378,2.783159074,0.140673541,0.088275812,355.2678789,25.96751073,24.99191481,3.178145208,50.06128356,1.54202137,3.080267345,1.636123838,-113.3114167,-78.5672482,-5.955021072,157.4341929,-19.85627502,2.565825362,-0.566304624,120.4372847,137.3555818,-3.339874459,65.46199359,2.56941988,13.73816004,16.77150121,-0.000241441,96.30767686,7,1,1,0,49046,2019.380548,1656.498008,0.820300071,0.175929138,6,0.5,"0: Broadleaf",2,TRUE,1705686802,158.1214815,134.7806296,16.77268519,13.74531481,155.5398148,16.65748519,499.9962222,91.83655556,0.099908581,24.46829259,24.99191481,999.9,0,0,10004.67963,0,19.35758519,23.34094815,160.8188148,136.6591111,3.027366667,134.7806296,13.74531481,1.540345185,1.262323333,13.37462593,10.35758519,2000.022963,0.979997556,0.020002733,0,2.09537037,0,29623.12963,17338.41481,37.87466667,39.19866667,38.30292593,37.44651852,37.46503704,1960.013704,40.01,0,1705686835,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,23.2393825,2.402270544,0.23431152,0,3.032029,-0.027090732,0.020431667,1,1,2,"2-Jan",3.12991,2.77091,0.0322952,0.0274828,0.0843619,0.0735184,28927.1,28547.3,30432.2,29611,38466.4,36108.4,46563.5,44011.7,1.83713,1.84335,0.0836328,0,23.5987,999.9,39.2,32.5,20.9647,63.4255,23.2812,1,0.152472,1.76065,20.1839,5.22897,11.974,4.9703,3.28958,9999,9999,9999,999.9,4.97293,1.8772,1.87531,1.87809,1.87482,1.87843,1.87546,1.87664,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.486,0.1152,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.7,15.5,0.372314,2.59033,1.39893,2.3291,1.44897,2.56226,38.4279,24.0963,18,492.921,462.847,20.5695,29.0114,29.999,28.8663,28.94,7.43883,35.8811,21.9469,20.7755,85.7943,13.8007,100.619,101.224
22,1705686815,104.5,2024-01-19 11:53:35,11:53:35,5,"n","ryan.hl.2.38","albert",1705686807,0.002573271,2.573271464,-0.643528753,141.6699638,144.7758821,13.31021714,13.02466925,0.145161647,2.782666302,0.141082164,0.088533328,355.2645775,25.95742024,24.98144074,3.176161021,50.09848112,1.542310705,3.078557813,1.633850316,-113.4812716,-78.37331456,-5.94078265,157.4692087,-20.00702795,2.573003079,-0.643528753,103.5620868,120.6281394,-3.350917036,65.46199359,2.573271464,13.74641473,16.78055939,0.000268083,96.30767686,7,1,1,0,48956,2019.361733,1656.482579,0.820300074,0.175929142,6,0.5,"0: Broadleaf",2,TRUE,1705686807,141.669963,118.0993185,16.77578889,13.74002963,139.1520741,16.66052963,500.0078148,91.83671481,0.099987244,24.45901852,24.98144074,999.9,0,0,10001.76407,0,19.35543704,23.57058519,144.087,119.7446148,3.035748148,118.0993185,13.74002963,1.540632593,1.26183963,13.3775,10.35186296,2000.006296,0.979997444,0.020002844,0,2.145596296,0,29600.41852,17338.27778,37.83303704,39.19866667,38.26588889,37.42333333,37.43488889,1959.998889,40.01,0,1705686840,0,1705685881,11:38:01,1705685868,1705685881,1,0.009,-0.02,3.507,0.046,420,13,0.24,0.03,23.4485225,2.7294,0.264882128,0,3.0286505,0.073977186,0.016058022,1,1,2,"2-Jan",3.13006,2.77111,0.0284898,0.0234687,0.0843916,0.0734195,29041.3,28665.6,30432.7,29611.5,38465.3,36112.7,46564.1,44012.6,1.83757,1.8431,0.0843778,0,23.5942,999.9,39.1,32.5,20.9139,63.1955,23.121,1,0.150292,1.95993,20.1827,5.23062,11.974,4.97075,3.28973,9999,9999,9999,999.9,4.97295,1.8772,1.8753,1.87809,1.87485,1.87842,1.87546,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,2.421,0.1153,1.945514789,0.00432042,-1.53e-06,3.87e-10,-0.021168708,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.8,15.6,0.335693,2.59155,1.39893,2.3291,1.44897,2.53296,38.4279,24.105,18,493.161,462.667,20.7734,29.0093,29.9987,28.8644,28.9376,6.62712,35.8811,21.9469,20.7949,65.7558,13.799,100.621,101.226
