"obs","time..2","elapsed","date","hhmmss..5","averaging","baseline_yn","id","machine","TIME..10","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd/dt","?Vc","Edyn","Hr","Hs","dHs/dt","?Vh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME..60","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","?Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","?CO2","CO2_s_d","CO2_r_d","?H2O","CO2_b","H2O_b","e_s","e_r","Td_s","Td_r","Q","f_red","f_blue","f_farred","F","Q_modavg","F_dc","Pc","Tled","TDigital","TPreamp","TPwrSpy","TDrive","Q_red","Q_blue","Q_farred","TSPF","state","time..106","hhmmss..107","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","?CO2:MN","?CO2:SLP","?CO2:SD","?CO2:OK","?H2O:MN","?H2O:SLP","?H2O:SD","?H2O:OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","Tleaf_j","Tleaf2_j","Console_RH","Console_T","Console_H2O","Fan_%","Flow_%","Pump","Tchp_pwm","Txchg_pwm","diag_20v","diag_5_4v","diag_12v","diag_5va","diag_3_3vf","AccCO2_soda","AccH2O_des","AccH2O_hum","CO2_hrs","ADC_CH1","ADC_CH2","ADC_CH3","ADC_CH4","ADC_CH5","ADC_CH6","ADC_CH7","ADC_CH8","DAC_1","DAC_2","DAC_3","DAC_4","GPIO","GPIO_dir","excit_5v","power_12v","power_5v","ch1_pullup","AuxPower","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_%","Desiccant_%","Humidifier_%","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
122,1705689846,3135,2024-01-19 12:44:05,12:44:05,5,"n","paul.hl.2.22","albert",1705689838,0.000835653,0.835653278,0.878899142,418.4641369,375.7975238,34.50433369,38.42182373,0.045758961,2.779913099,0.045344597,0.028377289,355.183831,26.33939364,25.01376897,3.182288702,50.09999649,1.533666032,3.061209859,1.64862267,-36.85230958,-97.28363911,-7.379205318,213.668677,1.118915982,0.837675585,0.878899142,426.9582735,425.7007333,0.038291412,65.46602886,0.835653278,15.71697495,16.70311455,-1.14e-06,98.39368618,8,2,1,0,48898,2018.9061,1656.108518,0.820299923,0.175928851,6,0.5,"0: Broadleaf",2,TRUE,1705689838,418.4641379,420.2276552,16.70363793,15.71512069,414.9684828,16.59065172,499.9508276,91.71636207,0.099925986,24.36465172,25.01376897,999.9,0,0,9998.683793,0,18.8923069,-1.763507241,425.5726897,426.9368966,0.98851169,420.2276552,15.71512069,1.531996552,1.441334138,13.2912931,12.35962414,2000.013793,0.98000531,0.019995172,0,2.219741379,0,33061.1931,17338.37931,38.13541379,39.13355172,38.40482759,37.42848276,37.47382759,1960.023793,39.99,0,1705689871,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-1.663168049,-1.018811498,0.297379352,0,0.989424585,-0.01181216,0.004582657,1,1,2,"2-Jan",3.13037,2.77093,0.0863987,0.0881124,0.0843086,0.0812173,27409.6,26829.4,30535.8,29671.6,38593.8,35881,46712,44100.9,1.8536,1.86917,0.0980571,0,23.3916,999.9,34.7,32.8,18.8991,62.8524,23.1811,1,0.0446545,2.1729,20.18,5.23167,11.974,4.9711,3.2897,9999,9999,9999,999.9,4.97294,1.8772,1.8753,1.8781,1.87484,1.87847,1.87547,1.87667,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.496,0.113,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,14.6,14.5,1.12915,2.56592,1.39893,2.3291,1.44897,2.51221,38.2324,24.0963,18,492.047,467.758,20.7164,27.542,30.0004,27.385,27.4604,22.6784,20.4971,23.2179,20.711,440.203,15.7753,100.949,101.43
123,1705689851,3140,2024-01-19 12:44:10,12:44:10,5,"n","paul.hl.2.22","albert",1705689843,0.000823539,0.823538987,1.363678403,419.0357126,358.8563849,32.94884375,38.47428331,0.045118193,2.778830495,0.044715141,0.027982876,355.1803734,26.34360431,25.00894643,3.181373955,50.10289241,1.533773228,3.061246874,1.647600727,-36.31806931,-96.49303854,-7.321917193,215.0473484,3.161958599,0.831589948,1.363678403,435.6746921,429.3790364,0.954199086,65.46602886,0.823538987,15.74077545,16.71253576,9.19e-06,98.39368618,8,2,1,0,48849,2018.886386,1656.092352,0.820299926,0.175928857,6,0.5,"0: Broadleaf",2,TRUE,1705689843,419.0357143,423.2486429,16.70481429,15.72347857,415.5381786,16.59179643,499.95025,91.71633214,0.099907268,24.36485357,25.00894643,999.9,0,0,9992.319286,0,18.89102857,-4.212946071,426.1545714,430.0099286,0.981321214,423.2486429,15.72347857,1.532102857,1.442100714,13.29235714,12.36771071,1999.995357,0.980005214,0.019995275,0,2.269907143,0,33019.41429,17338.21071,38.14257143,39.12942857,38.41935714,37.44157143,37.48628571,1960.005357,39.99,0,1705689876,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-3.505769,-26.91554522,3.34692047,0,0.9833811,-0.090067362,0.010785519,1,1,2,"2-Jan",3.13016,2.77109,0.0870516,0.0901863,0.0843412,0.0812331,27390.1,26768.6,30535.9,29671.9,38592.4,35880.9,46711.9,44101.4,1.85315,1.86943,0.0983328,0,23.3946,999.9,34.7,32.8,18.9015,63.1624,23.2812,1,0.0447917,2.13674,20.1804,5.23167,11.974,4.9712,3.2897,9999,9999,9999,999.9,4.97292,1.87718,1.87531,1.87808,1.87484,1.87845,1.87546,1.87668,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.51,0.1132,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,14.7,14.6,1.15967,2.57202,1.39893,2.32788,1.44897,2.55005,38.2324,24.0963,18,491.811,467.936,20.7048,27.5449,30.0002,27.3869,27.4625,23.3657,20.4971,23.2179,20.7074,460.247,15.7753,100.949,101.431
124,1705689856,3145,2024-01-19 12:44:15,12:44:15,5,"n","paul.hl.2.22","albert",1705689848,0.000827392,0.827391607,1.916581297,422.0022939,342.6091425,31.45682484,38.74634561,0.045348439,2.778657105,0.044941258,0.028124565,355.1853318,26.3418172,25.00764444,3.181127032,50.11824231,1.534162294,3.061085592,1.646964738,-36.48796986,-96.42372792,-7.317034007,214.9566,7.593825645,0.826253442,1.916581297,450.9659979,438.7065636,2.043802743,65.46602886,0.827391607,15.74193657,16.7182,6.64e-06,98.39368618,8,2,1,0,48895,2018.914596,1656.115491,0.820299925,0.175928854,6,0.5,"0: Broadleaf",2,TRUE,1705689848,422.0022963,431.5337037,16.70918889,15.73421111,418.4951111,16.59608889,499.979037,91.71553333,0.099952426,24.36397407,25.00764444,999.9,0,0,9991.386667,0,18.91126296,-9.53148,429.1733704,438.4321852,0.97496637,431.5337037,15.73421111,1.532491481,1.443072963,13.29624444,12.37795556,2000.003333,0.980005333,0.019995148,0,2.184288889,0,32976.27037,17338.28889,38.09007407,39.12959259,38.38866667,37.42092593,37.4672963,1960.013333,39.99,0,1705689880,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-6.736699024,-57.26371693,6.141860126,0,0.980276561,-0.084488739,0.010692169,1,1,2,"2-Jan",3.13016,2.7708,0.0885526,0.0926413,0.0843628,0.0812296,27344.3,26696.2,30535.1,29671.7,38590.7,35880.7,46710.9,44100.7,1.85322,1.8695,0.0979528,0,23.3975,999.9,34.7,32.8,18.9003,63.1124,23.3854,1,0.0450889,2.13545,20.1805,5.23167,11.974,4.97115,3.28978,9999,9999,9999,999.9,4.97294,1.87716,1.87531,1.87807,1.87483,1.8784,1.87546,1.87668,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.541,0.1133,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,14.8,14.7,1.19629,2.56348,1.39893,2.3291,1.44897,2.58423,38.2324,24.0963,18,491.863,467.989,20.6996,27.5484,30.0004,27.3885,27.4631,24.0181,20.4971,23.2179,20.7007,473.61,15.7753,100.946,101.43
125,1705689861,3150,2024-01-19 12:44:20,12:44:20,5,"n","paul.hl.2.22","albert",1705689853,0.000832458,0.832458365,1.88428342,428.4504263,350.4397862,32.17567786,39.33823566,0.045649748,2.778676012,0.045237168,0.028309988,355.1627163,26.33787837,25.00630714,3.180873428,50.14207857,1.534671038,3.060645035,1.64620239,-36.7114139,-96.58397679,-7.329006399,214.5383192,12.66480792,0.825626773,1.88428342,467.4581941,451.9044182,2.730705919,65.46602886,0.832458365,15.74001773,16.72219576,3.94e-06,98.39368618,8,2,1,0,48928,2018.786032,1656.010031,0.820299925,0.175928856,6,0.5,"0: Broadleaf",2,TRUE,1705689853,428.4504286,444.0720714,16.71479286,15.74063929,424.9224643,16.60157857,500.0196786,91.71514643,0.099993086,24.36157143,25.00630714,999.9,0,0,9991.54,0,18.78710357,-15.62167929,435.7335357,451.1738571,0.9741505,444.0720714,15.74063929,1.532998929,1.443655357,13.30132143,12.38410714,1999.998929,0.980005321,0.019995157,0,2.181757143,0,32936.48929,17338.25,38.08907143,39.125,38.38821429,37.42375,37.46617857,1960.008929,39.99,0,1705689886,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-11.53274415,-77.46121108,7.735253215,0,0.977125683,-0.020652439,0.008207238,1,1,2,"2-Jan",3.13024,2.77098,0.0905762,0.0951278,0.0843723,0.0812298,27284.2,26622.5,30535.7,29671.1,38591.2,35880.3,46711.8,44100.1,1.85345,1.86945,0.0978708,0,23.4003,999.9,34.7,32.8,18.9002,63.2724,23.0449,1,0.0454294,2.15932,20.1804,5.23152,11.974,4.9711,3.28965,9999,9999,9999,999.9,4.97295,1.87716,1.87528,1.87805,1.8748,1.8784,1.87546,1.87664,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.584,0.1133,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,14.8,14.7,1.22803,2.57324,1.39893,2.32788,1.44897,2.44751,38.208,24.0963,18,491.999,467.973,20.6916,27.5513,30.0004,27.3902,27.4651,24.7421,20.4971,23.2179,20.6892,493.657,15.7753,100.948,101.428
126,1705689866,3155,2024-01-19 12:44:25,12:44:25,5,"n","paul.hl.2.22","albert",1705689858,0.000833329,0.833328905,2.185579754,439.768701,351.0103157,32.22751961,40.37674622,0.045692292,2.778227714,0.04527888,0.028336131,355.1292324,26.33428065,25.0096,3.181497912,50.16746611,1.53513048,3.060011994,1.646367432,-36.74980472,-97.57877416,-7.405682837,213.3949707,17.22865148,0.830251674,2.185579754,484.50957,466.9558424,3.067018142,65.46602886,0.833328905,15.73956691,16.72280485,-3.37e-07,98.39368618,8,2,1,0,48850,2018.595674,1655.853883,0.820299927,0.175928858,6,0.5,"0: Broadleaf",2,TRUE,1705689858,439.7687037,460.8804444,16.72007778,15.74047037,436.2045556,16.60676667,500.0185556,91.71357778,0.100019056,24.35811852,25.0096,999.9,0,0,9989.074815,0,18.60641481,-21.1117,447.2466667,468.2509259,0.979601852,460.8804444,15.74047037,1.533457407,1.443615556,13.30591111,12.38368148,1999.989259,0.980005222,0.019995263,0,2.145185185,0,32891.82963,17338.16296,38.05303704,39.12959259,38.38407407,37.41633333,37.4532963,1959.999259,39.99,0,1705689891,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-17.86451575,-61.67866098,6.142443753,0,0.97638445,0.061746822,0.006087157,1,1,2,"2-Jan",3.13028,2.77086,0.0928305,0.0976265,0.0843744,0.0812178,27216.2,26548.4,30535.4,29670.6,38591.1,35880.3,46711.6,44099.2,1.8536,1.86927,0.0975952,0,23.4034,999.9,34.7,32.8,18.9003,63.3724,23.3253,1,0.0456733,2.14144,20.1806,5.23122,11.974,4.97065,3.28965,9999,9999,9999,999.9,4.97294,1.87715,1.87527,1.87806,1.87479,1.87841,1.87546,1.87664,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.63,0.1133,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,14.9,14.8,1.26343,2.5647,1.39893,2.33032,1.44897,2.5769,38.2324,24.0963,18,492.094,467.877,20.6853,27.5553,30.0004,27.392,27.4671,25.3689,20.4971,23.2179,20.6866,507.025,15.7753,100.948,101.426
127,1705689871,3160,2024-01-19 12:44:30,12:44:30,5,"n","paul.hl.2.22","albert",1705689863,0.000836373,0.836373196,2.01668998,452.746319,369.7832644,33.95075092,41.56780197,0.045884317,2.779149027,0.045467577,0.028454362,355.0991452,26.32982302,25.0061,3.180834148,50.18232266,1.535324511,3.059492726,1.645509636,-36.88405792,-97.51116754,-7.397862431,213.3060573,19.35173951,0.833196257,2.01668998,501.2826642,483.0556424,3.247966942,65.46602886,0.836373196,15.73747919,16.72433152,2.16e-06,98.39368618,8,2,1,0,49002,2018.42465,1655.713593,0.820299927,0.175928859,6,0.5,"0: Broadleaf",2,TRUE,1705689863,452.7463214,476.4212143,16.72237857,15.73925714,449.1408571,16.60902143,499.9971786,91.71260357,0.099963925,24.35528571,25.0061,999.9,0,0,9994.598929,0,18.43679286,-23.67481071,460.4460714,484.0395714,0.98311175,476.4212143,15.73925714,1.5336525,1.443489286,13.30785714,12.38235,1999.987857,0.980005214,0.019995268,0,2.190992857,0,32852.175,17338.14643,38.07557143,39.13385714,38.37253571,37.41264286,37.45496429,1959.997857,39.99,0,1705689895,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-21.45964878,-37.82746829,3.946342402,0,0.980431585,0.047911819,0.00483656,1,1,2,"2-Jan",3.13022,2.77089,0.0951898,0.0999468,0.0843744,0.0812145,27145.1,26480.2,30535,29670.6,38590.5,35880.8,46710.7,44099.6,1.85315,1.86937,0.0968203,0,23.4064,999.9,34.7,32.8,18.9003,63.2024,23.2091,1,0.0461712,2.1815,20.1798,5.23212,11.974,4.97125,3.28955,9999,9999,9999,999.9,4.97294,1.87716,1.87529,1.87805,1.87479,1.87842,1.87545,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.681,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15,14.9,1.29517,2.56104,1.39893,2.32788,1.44897,2.51221,38.2324,24.105,18,491.859,467.956,20.6779,27.5589,30.0005,27.3938,27.4689,25.9865,20.4971,23.2179,20.6735,527.113,15.7753,100.946,101.427
128,1705689876,3165,2024-01-19 12:44:35,12:44:35,5,"n","paul.hl.2.22","albert",1705689868,0.000837505,0.83750462,2.212212618,468.7040343,378.5984159,34.75969017,43.03242255,0.045940579,2.77988212,0.04552293,0.028489039,355.0870503,26.32617993,25.00783704,3.181163556,50.19495038,1.535455261,3.058983522,1.645708295,-36.93395376,-98.21359943,-7.449149776,212.4903474,20.48102465,0.835371935,2.212212618,517.4100636,499.1103939,3.213758314,65.46602886,0.83750462,15.73717332,16.72538667,1.25e-06,98.39368618,8,2,1,0,48874,2018.355896,1655.657195,0.820299927,0.175928859,6,0.5,"0: Broadleaf",2,TRUE,1705689868,468.704037,493.7517778,16.7239963,15.73828889,465.0481852,16.61061481,499.9868148,91.71155556,0.099948941,24.35250741,25.00783704,999.9,0,0,9999.025556,0,18.3696,-25.04773333,476.6759259,501.6468148,0.985698556,493.7517778,15.73828889,1.533783333,1.443383704,13.30915556,12.38122963,1999.986296,0.980005222,0.019995259,0,2.171451852,0,32808.48148,17338.14815,38.07151852,39.13648148,38.35625926,37.40014815,37.4487037,1959.996296,39.99,0,1705689901,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-23.831565,-17.89869343,1.913453549,0,0.98365535,0.031693869,0.003138254,1,1,2,"2-Jan",3.13014,2.77098,0.0975051,0.102285,0.0843806,0.0812134,27075.7,26411.1,30535.2,29670.3,38590.7,35880.7,46711,44099.1,1.8529,1.8694,0.0975206,0,23.4088,999.9,34.7,32.7,18.7963,63.1224,23.1651,1,0.0462424,2.15957,20.1803,5.23167,11.974,4.97125,3.28953,9999,9999,9999,999.9,4.97293,1.87715,1.8753,1.87807,1.87479,1.87842,1.87546,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.729,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.1,15,1.32935,2.56958,1.39893,2.3291,1.44897,2.48169,38.2324,24.0875,18,491.736,467.986,20.6715,27.563,30.0003,27.3962,27.4706,26.6954,20.4971,23.2179,20.6726,540.473,15.7753,100.947,101.426
129,1705689881,3170,2024-01-19 12:44:40,12:44:40,5,"n","paul.hl.2.22","albert",1705689873,0.000839168,0.839168282,2.298937115,483.55764,390.2150008,35.82636574,44.39632724,0.046050492,2.780361224,0.045630924,0.028556705,355.0901844,26.32445777,25.00499286,3.180624206,50.20059821,1.535538634,3.058805449,1.645085573,-37.00732122,-97.94985014,-7.427722294,212.7052907,20.89891992,0.836967877,2.298937115,534.1656389,515.4432,3.279108336,65.46602886,0.839168282,15.73616235,16.72632848,1.94e-08,98.39368618,8,2,1,0,48912,2018.373757,1655.671841,0.820299925,0.175928855,6,0.5,"0: Broadleaf",2,TRUE,1705689873,483.5576429,509.1222143,16.72483929,15.73726786,479.8553929,16.61145,499.9960714,91.71191429,0.099947557,24.35153571,25.00499286,999.9,0,0,10001.80536,0,18.3734,-25.56453929,491.7826071,517.2624286,0.987579179,509.1222143,15.73726786,1.533867857,1.443294643,13.30999643,12.38029643,2000.000357,0.980005429,0.019995039,0,2.122771429,0,32770.24286,17338.275,38.10017857,39.12714286,38.36139286,37.4015,37.45275,1960.010357,39.99,0,1705689906,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-25.0717425,-7.498148218,0.823632812,0,0.986011325,0.02456678,0.002468628,1,1,2,"2-Jan",3.13029,2.77105,0.0998258,0.104651,0.0843827,0.08121,27006.1,26341.6,30535.2,29670.4,38590.7,35880.7,46710.9,44098.7,1.8532,1.86935,0.0972897,0,23.4112,999.9,34.7,32.7,18.7959,63.2224,23.4054,1,0.0466921,2.1795,20.1798,5.23137,11.974,4.9711,3.28948,9999,9999,9999,999.9,4.97293,1.87719,1.87531,1.87811,1.87483,1.87843,1.87546,1.87668,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.78,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.2,15.1,1.3623,2.55737,1.39893,2.33032,1.44897,2.58911,38.2324,24.105,18,491.918,467.967,20.6666,27.5668,30.0004,27.3985,27.4722,27.3265,20.4971,23.2179,20.6644,560.507,15.7753,100.946,101.425
130,1705689886,3175,2024-01-19 12:44:45,12:44:45,5,"n","paul.hl.2.22","albert",1705689878,0.000839507,0.839506707,2.461603869,500.4721451,401.0404867,36.8202278,45.94922209,0.046060029,2.779460722,0.045640153,0.028562501,355.0939405,26.32447367,25.00702963,3.181010437,50.20415209,1.535600439,3.058712029,1.645409998,-37.02224577,-98.29971889,-7.456726009,212.3152498,21.20765104,0.838560709,2.461603869,551.1424329,532.0395212,3.316813397,65.46602886,0.839506707,15.73498052,16.72550182,-1.91e-07,98.39368618,8,2,1,0,48821,2018.395122,1655.689366,0.820299924,0.175928854,6,0.5,"0: Broadleaf",2,TRUE,1705689878,500.4721481,526.4239259,16.72553333,15.73612963,496.7175556,16.61213704,500.0195556,91.71174815,0.099999096,24.35102593,25.00702963,999.9,0,0,9996.525556,0,18.39030741,-25.95182963,508.9852593,534.8401852,0.989422148,526.4239259,15.73612963,1.533928889,1.443187037,13.31060741,12.37917407,2000.004815,0.980005556,0.019994911,0,2.115433333,0,32727.1,17338.30741,38.08311111,39.12262963,38.3517037,37.39562963,37.4417037,1960.014815,39.99,0,1705689910,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-25.71910244,-4.580107317,0.471333287,0,0.988168463,0.021330502,0.002191769,1,1,2,"2-Jan",3.13033,2.77086,0.102143,0.106968,0.0843775,0.0811934,26936.3,26272.9,30534.9,29669.8,38590.9,35881,46710.6,44098.1,1.85315,1.86922,0.0969097,0,23.4137,999.9,34.7,32.7,18.7966,63.1724,23.0529,1,0.0470097,2.18337,20.1801,5.23226,11.974,4.97135,3.28968,9999,9999,9999,999.9,4.97291,1.87714,1.87531,1.87805,1.87481,1.8784,1.87546,1.87667,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.828,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.3,15.2,1.39648,2.56836,1.39893,2.3291,1.44897,2.41089,38.2324,24.0875,18,491.907,467.906,20.6592,27.5706,30.0004,27.4008,27.4747,28.0385,20.4971,23.2179,20.6579,573.865,15.7753,100.946,101.423
131,1705689890,3179.5,2024-01-19 12:44:50,12:44:50,5,"n","paul.hl.2.22","albert",1705689882,0.000841174,0.841173809,2.341579291,514.8793675,419.3352166,38.49953364,47.27152585,0.04615411,2.777810639,0.045732278,0.028620252,355.1004547,26.32443372,25.00668148,3.180944415,50.20640392,1.535603552,3.058581041,1.645340864,-37.09576497,-98.29627229,-7.460853919,212.2475635,21.51670449,0.839785664,2.341579291,566.441961,547.2229879,3.370920727,65.46602886,0.841173809,15.73319876,16.72567697,5.71e-08,98.39368618,8,2,1,0,48849,2018.432219,1655.71979,0.820299921,0.175928848,6,0.5,"0: Broadleaf",2,TRUE,1705689882,514.8793704,541.217037,16.72572593,15.73488519,511.0806667,16.61232593,500.0236296,91.71084074,0.100035426,24.35031111,25.00668148,999.9,0,0,9986.920741,0,18.40666296,-26.33774815,523.6376667,549.8691481,0.990850519,541.217037,15.73488519,1.533931852,1.443059259,13.31063704,12.37782963,2000.025556,0.980005778,0.019994678,0,2.172011111,0,32691.21111,17338.46667,38.03903704,39.11566667,38.34940741,37.40025926,37.43714815,1960.035556,39.99,0,1705689915,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-26.0623878,-5.264303833,0.524454117,0,0.98975222,0.021401645,0.002195912,1,1,2,"2-Jan",3.1301,2.77095,0.104229,0.109054,0.0843747,0.081189,26873.3,26211,30534.4,29669.3,38590.4,35880.9,46709.7,44097.6,1.85305,1.86937,0.0965744,0,23.4155,999.9,34.7,32.8,18.9026,63.2724,23.3454,1,0.0473298,2.19886,20.1799,5.23226,11.974,4.97115,3.28978,9999,9999,9999,999.9,4.97291,1.87716,1.87531,1.87807,1.87481,1.87842,1.87546,1.87667,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.874,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.3,15.2,1.427,2.55859,1.39893,2.3291,1.44897,2.55493,38.2324,24.105,18,491.865,468.019,20.653,27.5745,30.0003,27.4028,27.4767,28.6194,20.4971,23.2179,20.6501,587.225,15.7753,100.944,101.422
132,1705689895,3184.5,2024-01-19 12:44:55,12:44:55,5,"n","paul.hl.2.22","albert",1705689887,0.000843629,0.843628525,2.436174859,531.3741452,432.3337967,39.69229659,48.7851293,0.046287351,2.778075178,0.045863132,0.028702248,355.1028069,26.32179673,25.00680741,3.180968296,50.21046507,1.535561478,3.05824986,1.645406818,-37.20401797,-98.59519173,-7.482766453,211.8208308,21.76550145,0.841262426,2.436174859,583.5306518,564.1484182,3.380718796,65.46602886,0.843628525,15.73041023,16.72581576,-3.99e-07,98.39368618,8,2,1,0,48968,2018.445581,1655.730752,0.820299922,0.175928848,6,0.5,"0: Broadleaf",2,TRUE,1705689887,531.3741481,558.0286667,16.72554074,15.73292963,527.5254444,16.61214444,500.0096296,91.70935926,0.100017889,24.3485037,25.00680741,999.9,0,0,9988.637407,0,18.42224815,-26.65457778,540.4128889,566.9484444,0.992617222,558.0286667,15.73292963,1.53389,1.442856667,13.31021852,12.37568889,2000.023333,0.980005778,0.019994681,0,2.21842963,0,32650.2,17338.43704,38.02751852,39.118,38.32388889,37.40485185,37.44181481,1960.033333,39.99,0,1705689920,0,1705688976,12:29:36,1705688970,1705688976,2,-0.007,-0.001,3.501,0.084,420,15,0.16,0.02,-26.4367439,-3.948102439,0.401617495,0,0.991539171,0.020868564,0.002145774,1,1,2,"2-Jan",3.13022,2.77112,0.106525,0.111322,0.0843769,0.0811827,26803.7,26143.7,30533.6,29668.7,38589.4,35880.4,46708.4,44096.5,1.8531,1.86922,0.0970215,0,23.418,999.9,34.7,32.7,18.7941,63.3424,23.3133,1,0.0477007,2.19376,20.18,5.23167,11.974,4.97115,3.28963,9999,9999,9999,999.9,4.97293,1.87715,1.8753,1.87806,1.87479,1.87839,1.87546,1.87665,0,0,0,0,11111111,"oooooooo","on","on","on","on",0,100,100,3.924,0.1134,1.938470204,0.00432042,-1.53e-06,3.87e-10,-0.022100695,-0.007370771,0.001217816,-1.7e-05,1,2099,0,27,15.4,15.3,1.45752,2.55737,1.39893,2.33032,1.44897,2.55127,38.2324,24.0963,18,491.911,467.941,20.6468,27.5788,30.0005,27.4055,27.479,29.3129,20.4971,23.2179,20.6461,607.275,15.7753,100.941,101.42
